filename,label,cleaned_text,tokenized_text,final_tokens
design_bqt_004.txt,1,[한빛반도체 내부 문서] 제목 HB DRAM D7 reticle bias 특허 초안 담당부서 담당자 김 민 실험일자 2026 02 13 공정코드 HB DRAM D7 EUV 04 reticle bias 제어 방법을 핵심 발명 포인트로 정리했다 제안 방식은 기준 상태를 측정한 뒤 샘플링 간격을 12에서 8로 축소 조건을 선택적으로 적용하고 후속 평가에서 재현성 91 2 96 4 수준 확보 여부에 따라 보정값을 갱신하는 구조다 청구항 후보는 초기 상태 저장 조건 선택 결과 피드백의 세 단계로 구성한다,내부 제목 HB DRAM D 7 reticle bias 특허 초안 담당 담당자 실험 일자 2026 02 13 공정 코드 HB DRAM D 7 EUV 04 reticle bias 제어 방법 핵심 발명 포인트 제안 방식 상태 측정 샘플링 간격 12 8 축소 조건 선택 적용 후속 평가 재현 91 2 96 4 수준 확보 여부 따르다 보정 갱신 구조 청구 후보 초기 상태 저장 조건 선택 결과 피드백 단계 구성,내부 제목 hb dram d reticle bias 특허 초안 담당 담당자 실험 일자 공정 코드 hb dram d euv reticle bias 제어 방법 핵심 발명 포인트 제안 방식 상태 측정 샘플링 간격 축소 조건 선택 적용 후속 평가 재현 수준 확보 여부 따르다 보정 갱신 구조 청구 후보 초기 상태 저장 조건 선택 결과 피드백 단계 구성
design_cuu_113.pdf,1,HANBIT SEMICONDUCTOR R D DOCUMENT 한빛반도체 연구 설계 문서 HB RD 113 1 HB EUV M9 pellicle 기술 회의록 Document ID HB RD 113 담당부서 담당자 김 수 작성일자 2026 06 16 공정코드 HB EUV M9 MASK 03 문서 내용 pellicle 개선안 검토를 위해 설계 공정 합동회의를 진행했다 회의에서는 온도 구간을 3단계에서 5단계로 세분화 적용 후 고온 실패율 2 7 1 1 결과와 timing 수율 영향 가능성을 검토했다 공정팀은 추가 split lot을 설계팀은 corner simulation을 담당하기로 했다,HANBIT SEMICONDUCTOR R D DOCUMENT 연구 설계 HB RD 113 1 HB EUV M 9 pellicle 기술 회의 Document ID HB RD 113 담당 담당자 일자 2026 06 16 공정 코드 HB EUV M 9 MASK 03 pellicle 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 3 단계 5 단계 세분 적용 고온 실패 2 7 1 1 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당,hanbit semiconductor r d document 연구 설계 hb rd hb euv m pellicle 기술 회의 document id hb rd 담당 담당자 일자 공정 코드 hb euv m mask pellicle 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 단계 단계 세분 적용 고온 실패 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당
design_abj_081.docx,1,HB IO E6 GGNMOS width 실험 기록 Document ID HB RD 081 문서 내용 I O ESD 내성 향상 과정에서 GGNMOS width 단일변수 실험을 수행했다 비교군은 직전 승인 조건을 유지했고 시험군에는 기준값을 4 2 상향 조정만 적용했다 측정 결과 편차 3 4 2 1 가 확인됐으며 wafer 중앙과 edge 분포를 별도로 비교했다 장비 interlock 이상은 없었고 동일 조건 반복에서도 같은 방향성이 나타났다 다음 lot에서는 고온 corner와 장시간 drift를 추가 확인한다 담당부서 담당자 김 준 작성일자 2026 06 01 공정코드 HB IO E6 ESD 01,HB IO E 6 GGNMOS width 실험 기록 Document ID HB RD 081 I O ESD 향상 과정 GGNMOS width 단일 변수 실험 수행 비교 직전 승인 조건 유지 시험 4 2 상향 조정만 적용 측정 결과 편차 3 4 2 1 가다 돼다 wafer 중앙 edge 분포 별도 비교 장비 interlock 이상은 없다 동일 조건 반복 같다 방향성 나타나다 다음 lot 고온 corner 오다 장시간 drift 추가 담당 담당자 일자 2026 06 01 공정 코드 HB IO E 6 ESD 01,hb io e ggnmos width 실험 기록 document id hb rd i o esd 향상 과정 ggnmos width 단일 변수 실험 수행 비교 직전 승인 조건 유지 시험 상향 조정만 적용 측정 결과 편차 가다 돼다 wafer 중앙 edge 분포 별도 비교 장비 interlock 이상은 없다 동일 조건 반복 같다 방향성 나타나다 다음 lot 고온 corner 오다 장시간 drift 추가 담당 담당자 일자 공정 코드 hb io e esd
design_avb_012.txt,1,[한빛반도체 내부 문서] 제목 HB LOGIC L4 purge time 공정 사양서 담당부서 담당자 김 연 실험일자 2026 04 10 공정코드 HB LOGIC L4 ALD 02 purge time 항목의 개발용 잠정 사양을 정의한다 핵심 변경은 보정 오프셋을 1 8에서 0 9로 변경이며 공정 허용범위는 장비 보정 오차를 포함한 내부 control limit으로 관리한다 대표 검증값은 마진 21 34로 확인됐다 lot 투입 전 chamber 상태와 계측 장비 calibration을 확인하고 이탈 발생 시 이전 승인 조건으로 복귀한다,내부 제목 HB LOGIC L 4 purge time 공정 사양 담당 담당자 실험 일자 2026 04 10 공정 코드 HB LOGIC L 4 ALD 02 purge time 항목 개발 잠정 사양 정의 핵심 변경 보정 오프셋 1 8 0 9 변경 공정 허용 범위 장비 보정 오차 포함 내부 control limit 관리 대표 검증 마진 21 34 돼다 lot 투입 chamber 상태 장비 calibration 이탈 발생 이전 승인 조건 복귀,내부 제목 hb logic l purge time 공정 사양 담당 담당자 실험 일자 공정 코드 hb logic l ald purge time 항목 개발 잠정 사양 정의 핵심 변경 보정 오프셋 변경 공정 허용 범위 장비 보정 오차 포함 내부 control limit 관리 대표 검증 마진 돼다 lot 투입 chamber 상태 장비 calibration 이탈 발생 이전 승인 조건 복귀
design_cye_119.txt,1,[한빛반도체 내부 문서] 제목 HB LOGIC G6 contact 특허 초안 담당부서 담당자 김 율 실험일자 2026 07 07 공정코드 HB LOGIC G6 GAA 04 contact 제어 방법을 핵심 발명 포인트로 정리했다 제안 방식은 기준 상태를 측정한 뒤 샘플링 간격을 12에서 8로 축소 조건을 선택적으로 적용하고 후속 평가에서 재현성 91 2 96 4 수준 확보 여부에 따라 보정값을 갱신하는 구조다 청구항 후보는 초기 상태 저장 조건 선택 결과 피드백의 세 단계로 구성한다,내부 제목 HB LOGIC G 6 contact 특허 초안 담당 담당자 실험 일자 2026 07 07 공정 코드 HB LOGIC G 6 GAA 04 contact 제어 방법 핵심 발명 포인트 제안 방식 상태 측정 샘플링 간격 12 8 축소 조건 선택 적용 후속 평가 재현 91 2 96 4 수준 확보 여부 따르다 보정 갱신 구조 청구 후보 초기 상태 저장 조건 선택 결과 피드백 단계 구성,내부 제목 hb logic g contact 특허 초안 담당 담당자 실험 일자 공정 코드 hb logic g gaa contact 제어 방법 핵심 발명 포인트 제안 방식 상태 측정 샘플링 간격 축소 조건 선택 적용 후속 평가 재현 수준 확보 여부 따르다 보정 갱신 구조 청구 후보 초기 상태 저장 조건 선택 결과 피드백 단계 구성
design_cop_103.txt,1,[한빛반도체 내부 문서] 제목 HB NAND A4 soak time 기술 회의록 담당부서 담당자 김 현 실험일자 2026 04 13 공정코드 HB NAND A4 ANNEAL 03 soak time 개선안 검토를 위해 설계 공정 합동회의를 진행했다 회의에서는 온도 구간을 3단계에서 5단계로 세분화 적용 후 고온 실패율 2 7 1 1 결과와 timing 수율 영향 가능성을 검토했다 공정팀은 추가 split lot을 설계팀은 corner simulation을 담당하기로 했다,내부 제목 HB NAND A 4 soak time 기술 회의 담당 담당자 실험 일자 2026 04 13 공정 코드 HB NAND A 4 ANNEAL 03 soak time 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 3 단계 5 단계 세분 적용 고온 실패 2 7 1 1 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당,내부 제목 hb nand a soak time 기술 회의 담당 담당자 실험 일자 공정 코드 hb nand a anneal soak time 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 단계 단계 세분 적용 고온 실패 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당
design_edf_111.pdf,1,HANBIT SEMICONDUCTOR R D DOCUMENT 한빛반도체 연구 설계 문서 HB RD 111 1 HB EUV M9 absorber CD 실험 기록 Document ID HB RD 111 담당부서 담당자 김 영 작성일자 2026 06 10 공정코드 HB EUV M9 MASK 01 문서 내용 EUV mask defect 보정 과정에서 absorber CD 단일변수 실험을 수행했다 비교군은 직전 승인 조건을 유지했고 시험군에는 기준값을 4 2 상향 조정만 적용했다 측정 결과 편차 3 4 2 1 가 확인됐으며 wafer 중앙과 edge 분포를 별도로 비교했다 장비 interlock 이상은 없었고 동일 조건 반복에서도 같은 방향성이 나타났다 다음 lot에서는 고온 corner와 장시간 drift를 추가 확인한다 원시 로그와 세부 recipe는 승인 인원에게만 공유한다,HANBIT SEMICONDUCTOR R D DOCUMENT 연구 설계 HB RD 111 1 HB EUV M 9 absorber CD 실험 기록 Document ID HB RD 111 담당 담당자 일자 2026 06 10 공정 코드 HB EUV M 9 MASK 01 EUV mask defect 보정 과정 absorber CD 단일 변수 실험 수행 비교 직전 승인 조건 유지 시험 4 2 상향 조정만 적용 측정 결과 편차 3 4 2 1 가다 돼다 wafer 중앙 edge 분포 별도 비교 장비 interlock 이상은 없다 동일 조건 반복 같다 방향성 나타나다 다음 lot 고온 corner 오다 장시간 drift 추가 원시 로그 세부 recipe 늘다 승인 인원 공유,hanbit semiconductor r d document 연구 설계 hb rd hb euv m absorber cd 실험 기록 document id hb rd 담당 담당자 일자 공정 코드 hb euv m mask euv mask defect 보정 과정 absorber cd 단일 변수 실험 수행 비교 직전 승인 조건 유지 시험 상향 조정만 적용 측정 결과 편차 가다 돼다 wafer 중앙 edge 분포 별도 비교 장비 interlock 이상은 없다 동일 조건 반복 같다 방향성 나타나다 다음 lot 고온 corner 오다 장시간 drift 추가 원시 로그 세부 recipe 늘다 승인 인원 공유
design_gqr_141_edge.txt,1,[한빛반도체 연구 설계 문서] 제목 9월 기술세미나 운영 안내 담당부서 담당자 강 서 작성일자 2026 08 13 공정코드 HB OPS SEM 11 9월 기술세미나는 본관 3층 세미나실에서 14시에 시작한다 발표자료 제출 마감은 행사 이틀 전이며 참석자는 사원증을 지참한다 장비 반입 목록에는 프로젝터와 데모 보드 2대가 포함된다 준비 일정표에는 HB HBM F7 고객 샘플 출고 예정일을 11월 3일로 두고 데모 검증을 그 전 주에 마치는 것으로 표시했다 발표 순서와 좌석 배치는 행사 전날 확정한다,연구 설계 제목 9월 기술 세미나 운영 안내 담당 담당자 서다 일자 2026 08 13 공정 코드 HB OPS SEM 11 9월 기술 세미나 본관 3 세미 나다 14시 시작 발표 자료 제출 마감 행사 이틀 전이 참석자 원증 지다 차다 장비 반입 목록 프로젝터 데모 보드 2 대가 포함 되다 준비 정표 HB HBM F 7 고객 샘플 출고 예정일 11월 3일 두다 데모 검증 마치다 표시 발표 순서 좌석 배치 행사 전날 확정,연구 설계 제목 월 기술 세미나 운영 안내 담당 담당자 서다 일자 공정 코드 hb ops sem 월 기술 세미나 본관 세미 나다 시 시작 발표 자료 제출 마감 행사 이틀 전이 참석자 원증 지다 차다 장비 반입 목록 프로젝터 데모 보드 대가 포함 되다 준비 정표 hb hbm f 고객 샘플 출고 예정일 월 일 두다 데모 검증 마치다 표시 발표 순서 좌석 배치 행사 전날 확정
design_eky_062.txt,1,[한빛반도체 내부 문서] 제목 HB PMIC R5 LDO dropout 공정 사양서 담당부서 담당자 김 윤 실험일자 2026 02 25 공정코드 HB PMIC R5 PMIC 02 LDO dropout 항목의 개발용 잠정 사양을 정의한다 핵심 변경은 보정 오프셋을 1 8에서 0 9로 변경이며 공정 허용범위는 장비 보정 오차를 포함한 내부 control limit으로 관리한다 대표 검증값은 마진 21 34로 확인됐다 lot 투입 전 chamber 상태와 계측 장비 calibration을 확인하고 이탈 발생 시 이전 승인 조건으로 복귀한다,내부 제목 HB PMIC R 5 LDO dropout 공정 사양 담당 담당자 실험 일자 2026 02 25 공정 코드 HB PMIC R 5 PMIC 02 LDO dropout 항목 개발 잠정 사양 정의 핵심 변경 보정 오프셋 1 8 0 9 변경 공정 허용 범위 장비 보정 오차 포함 내부 control limit 관리 대표 검증 마진 21 34 돼다 lot 투입 chamber 상태 장비 calibration 이탈 발생 이전 승인 조건 복귀,내부 제목 hb pmic r ldo dropout 공정 사양 담당 담당자 실험 일자 공정 코드 hb pmic r pmic ldo dropout 항목 개발 잠정 사양 정의 핵심 변경 보정 오프셋 변경 공정 허용 범위 장비 보정 오차 포함 내부 control limit 관리 대표 검증 마진 돼다 lot 투입 chamber 상태 장비 calibration 이탈 발생 이전 승인 조건 복귀
design_fle_098.txt,1,[한빛반도체 내부 문서] 제목 HB LOGIC I5 tilt angle 기술 회의록 담당부서 담당자 김 희 실험일자 2026 03 25 공정코드 HB LOGIC I5 IMPLANT 03 tilt angle 개선안 검토를 위해 설계 공정 합동회의를 진행했다 회의에서는 온도 구간을 3단계에서 5단계로 세분화 적용 후 고온 실패율 2 7 1 1 결과와 timing 수율 영향 가능성을 검토했다 공정팀은 추가 split lot을 설계팀은 corner simulation을 담당하기로 했다,내부 제목 HB LOGIC I 5 tilt angle 기술 회의 담당 담당자 희다 실험 일자 2026 03 25 공정 코드 HB LOGIC I 5 IMPLANT 03 tilt angle 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 3 단계 5 단계 세분 적용 고온 실패 2 7 1 1 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당,내부 제목 hb logic i tilt angle 기술 회의 담당 담당자 희다 실험 일자 공정 코드 hb logic i implant tilt angle 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 단계 단계 세분 적용 고온 실패 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당
design_gmh_124.txt,1,[한빛반도체 내부 문서] 제목 HB FET N2 DIBL 특허 초안 담당부서 담당자 김 민 실험일자 2026 02 22 공정코드 HB FET N2 DEVICE 04 DIBL 제어 방법을 핵심 발명 포인트로 정리했다 제안 방식은 기준 상태를 측정한 뒤 샘플링 간격을 12에서 8로 축소 조건을 선택적으로 적용하고 후속 평가에서 재현성 91 2 96 4 수준 확보 여부에 따라 보정값을 갱신하는 구조다 청구항 후보는 초기 상태 저장 조건 선택 결과 피드백의 세 단계로 구성한다 공개 논문과 차별화되는 순서와 적용 범위를 중심으로 선행기술을 검토하며 출원 전까지 구조도와 수치 공개를 제한한다,내부 제목 HB FET N 2 DIBL 특허 초안 담당 담당자 실험 일자 2026 02 22 공정 코드 HB FET N 2 DEVICE 04 DIBL 제어 방법 핵심 발명 포인트 제안 방식 상태 측정 샘플링 간격 12 8 축소 조건 선택 적용 후속 평가 재현 91 2 96 4 수준 확보 여부 따르다 보정 갱신 구조 청구 후보 초기 상태 저장 조건 선택 결과 피드백 단계 구성 공개 논문 차별 되다 순서 적용 범위 중심 선행 기술 검토 출원 구조도 수치 공개 제한,내부 제목 hb fet n dibl 특허 초안 담당 담당자 실험 일자 공정 코드 hb fet n device dibl 제어 방법 핵심 발명 포인트 제안 방식 상태 측정 샘플링 간격 축소 조건 선택 적용 후속 평가 재현 수준 확보 여부 따르다 보정 갱신 구조 청구 후보 초기 상태 저장 조건 선택 결과 피드백 단계 구성 공개 논문 차별 되다 순서 적용 범위 중심 선행 기술 검토 출원 구조도 수치 공개 제한
